companyName,description,jobName,location,require,salary,timePost
Confirm Good Pte Ltd,"",Marketing (Social Media ) Interns,"Orchard, Singapore","",SGD800-SGD1N,14-12-2023
Oxygen Studio Designs Pte Ltd,"",Graphic Designer,Singapore,"","SGD2,5N-SGD3,5N",11-01-2024
ANOTECH Singapore,"",UI/UX Designer,Singapore,"",Competitive,11-01-2024
Aha AI,"",Paid Ad Marketing Specialist (🇺🇸 Full-Remote),Singapore,"",Competitive,11-01-2024
Aha AI,"",SEO / GA Marketing Specialist (🇺🇸 Full-Remote),Singapore,"",Competitive,11-01-2024
Aha AI,"",Aha AI - Summer Internship Program (🇺🇸 Full-Remote),Singapore,"",Competitive,11-01-2024
Aha AI,"",AI Course - ChatGPT in Marketing (Full-Remote),Singapore,"",Competitive,11-01-2024
GiftGood,"",eCommerce Business & Operations Intern (6-month Internship),Singapore,"","SGD1N-SGD1,5N",07-01-2024
Heilo Pte Ltd,"",Media Production Producer,Singapore,"",Competitive,11-01-2024
Atomionics,"",Hardware Controls Engineering Intern (Jan 2024 or later),Singapore,"","SGD1,7N",11-01-2024
Aha AI,"",Product Manager PM (🇺🇸 Full-Remote),Singapore,"",Competitive,11-01-2024
1st Choice Recruit Pte Ltd,"",Accountant,Singapore,"","SGD2,5N-SGD4,5N",11-01-2024
Youyi Technology Pte Ltd,"",Project Engineer,Singapore,"","SGD3N-SGD3,5N",22-12-2023
Aha AI,"",SDET (🇺🇸 Full-Remote),Singapore,"",Competitive,11-01-2024
Aha AI,"",Marketing Specialist (🇺🇸 Full-Remote),Singapore,"",Competitive,11-01-2024
Youyi Technology Pte Ltd,"",Technical Support Engineer,"Changi, Singapore","",Competitive,22-12-2023
Atomionics,"",Firmware Engineering Intern (Jan 2024 or later),Singapore,"","SGD1,4N",11-01-2024
Formul8 Pte Ltd,"",Art Director ( Print ),Singapore,"",SGD3N-SGD5N,04-01-2024
Youyi Technology Pte Ltd,"",Program Coordinator,Singapore,"","SGD3N-SGD3,5N",22-12-2023
ANOTECH Singapore,"",System Engineer (IT Infra and Network),Singapore,"","SGD4,5N-SGD7N",11-01-2024
Confirm Good Pte Ltd,"",Videographer,Singapore,"","SGD2,5N-SGD3,5N",14-12-2023
Noak,"",UI UX Designer Intern,Singapore,"",Competitive,29-12-2023
Confirm Good Pte Ltd,"",Creative Video Producer,Singapore,"",Competitive,09-01-2024
Youyi Technology Pte Ltd,"",IT Engineer (Server / Microsoft Exchange),Singapore,"","SGD3,5N-SGD4,5N",22-12-2023
Income Insurance Limited,"",Actuarial Intern,Singapore,"",Competitive,11-01-2024
PALO IT SINGAPORE PTE. LTD.,"",Social and Events Marketing Specialist,Singapore,"","SGD3,5N-SGD4,2N",11-01-2024
Saha Marketing (S) Pte Ltd,"",Fashion Designer/ Merchandiser,Singapore,"","SGD2,4N-SGD3N",11-01-2024
Saha Marketing (S) Pte Ltd,"",Fashion Designer/ Merchandiser,Singapore,"","SGD2,4N-SGD3N",11-01-2024
Saha Marketing (S) Pte Ltd,"",Marketing Executive,Singapore,"","SGD2,5N-SGD3,5N",11-01-2024
aPetMart,"",Business Development Lead (FMCG Marketing Director),Singapore,"",SGD6N-SGD11N,11-01-2024
PALO IT SINGAPORE PTE. LTD.,"",Accounts Executive,Singapore,"",SGD4N-SGD5N,28-12-2023
Aha AI,"",Senior Back-End Engineer (Full-Remote),Singapore,"","NT$3,5Tr-NT$4,5Tr",11-01-2024
The Ivory,"",Web Developer,Singapore,"",Competitive,10-01-2024
eVantage Technology Pte Ltd,"",IT Helpdesk Specialist,Singapore,"","SGD1,8N-SGD3N",11-01-2024
Pramex International Pte Ltd,"",Junior Accountant / Accountant,Singapore,"","SGD3N-SGD4,5N",12-01-2024
DSTNCT Pte Ltd,"",Graphic Design Intern,Singapore,"",SGD800-SGD1N,16-12-2023
